transition,change_mode,old_gene_id,new_gene_id,reason_category,reason_detail,reason_source,confidence,bbh_pid,bbh_evalue,bbh_cov,old_reaction_count,new_reaction_count,old_reaction_ids,new_reaction_ids
DSM123 -> updated_consensus,add,,RPE_RS21415,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,BPNT
DSM123 -> updated_consensus,add,,RPE_RS22200,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,2,,ADCS | ADPT2
DSM123 -> updated_consensus,add,,RPE_RS22310,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,SQLC
DSM123 -> updated_consensus,add,,RPE_RS22440,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,TRDR
DSM123 -> updated_consensus,add,,RPE_RS22510,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,SPMDt3pp
DSM123 -> updated_consensus,add,,RPE_RS22585,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,I4FE4SR
DSM123 -> updated_consensus,add,,RPE_RS22685,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,NIT1b
DSM123 -> updated_consensus,add,,RPE_RS23070,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,2,,GLUK_syn | HEX1
DSM123 -> updated_consensus,add,,RPE_RS23225,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,NO3R2bpp
DSM123 -> updated_consensus,add,,RPE_RS23265,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,PPA2
DSM123 -> updated_consensus,add,,RPE_RS23395,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,SFGTHi
DSM123 -> updated_consensus,add,,RPE_RS23735,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,CYOO2pp
DSM123 -> updated_consensus,add,,RPE_RS23740,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,CYOO2pp
DSM123 -> updated_consensus,add,,RPE_RS23760,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,CYOO2pp
DSM123 -> updated_consensus,add,,RPE_RS23860,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,FTHFCL
DSM123 -> updated_consensus,add,,RPE_RS24065,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,2,,6D6SFK | DRBK
DSM123 -> updated_consensus,add,,RPE_RS24645,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,OANTS
DSM123 -> updated_consensus,add,,RPE_RS24735,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,2,,HKNDDH | HKNTDH
DSM123 -> updated_consensus,add,,RPE_RS24995,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,4,,PSICSum | PSIICSum | PSIIum | PSIum
DSM123 -> updated_consensus,add,,RPE_RS25155,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,POX
DSM123 -> updated_consensus,add,,RPE_RS25295,flux_supported_gapfill_gene_added,Gene introduced with flux-supported missing reaction import from reference model.,D:\Project\ai_project\DSM123\workflow1\reaction_gene_relationships.csv; missing_reactions.csv,direct,,,,0,1,,SULR_2
iDT1294Photo -> DSM123,remove,RPE_RS00485,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,33.333,2.33e-05,0.315126050420168,4,0,FUMt2_2pp | FUMtex | GLUt2rpp | SUCTARTtpp,
iDT1294Photo -> DSM123,remove,RPE_RS00870,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,52.153,7.92e-62,1.077319587628866,1,0,PHBS_syn,
iDT1294Photo -> DSM123,remove,RPE_RS01070,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,53.422,1.64e-177,0.9669117647058824,6,0,ARBTNabcpp | CPGNabcpp | CRNDabcpp | CRNabcpp | DHBSZ3FEabcpp | LIPAabcpp,
iDT1294Photo -> DSM123,remove,RPE_RS01715,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,29.091,1.92e-13,0.7932692307692307,1,0,PGM,
iDT1294Photo -> DSM123,remove,RPE_RS02895,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,33.969,1.3999999999999999e-67,1.019455252918288,8,0,2AGPEAT120 | 2AGPEAT141 | 2AGPEAT161 | ALCD19 | FACOAL40It2pp | FACOAL40t2pp | FACOAL50It2pp | LALDO,
iDT1294Photo -> DSM123,remove,RPE_RS02965,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,57.143,1.02e-108,0.975609756097561,13,0,4HPROLTpp | 4HPROLTtex | ALAt2pp | ALAtex | ASNt2rpp | ASNtex | DALAabcpp | ILEtex | LYStex | PROtex | SERt2rpp | VALt2rpp | VALtex,
iDT1294Photo -> DSM123,remove,RPE_RS02970,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,51.02,7.9100000000000015e-75,0.4103852596314908,4,0,ACOLIPAabctex | CLIPAabctex | COLIPAPabctex | COLIPAabctex,
iDT1294Photo -> DSM123,remove,RPE_RS02975,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,55.319,2.28e-84,0.975103734439834,1,0,SUCBZL,
iDT1294Photo -> DSM123,remove,RPE_RS03100,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,23.043,1.9e-08,0.9955456570155902,1,0,NOFCOR,
iDT1294Photo -> DSM123,remove,RPE_RS03440,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,60.78,0.0,0.9383429672447012,1,0,CDGUNPD,
iDT1294Photo -> DSM123,remove,RPE_RS03850,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,47.896,5.78e-94,0.9537037037037036,1,0,PFK,
iDT1294Photo -> DSM123,remove,RPE_RS04050,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,34.507,6.11e-10,0.3659793814432989,3,0,SQDGS_HDE_PALM | SQDGS_PALM_PALM | THBTGT,
iDT1294Photo -> DSM123,remove,RPE_RS04060,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,35.938,8.2e-12,0.3324675324675324,1,0,GLCTR1,
iDT1294Photo -> DSM123,remove,RPE_RS04070,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,26.72,7.42e-11,0.9818181818181818,2,0,SQDGS_HDE_PALM | SQDGS_PALM_PALM,
iDT1294Photo -> DSM123,remove,RPE_RS04085,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,35.417,5.99e-08,0.3618090452261306,3,0,AACPS6 | GLCTR1 | SUCBZL,
iDT1294Photo -> DSM123,remove,RPE_RS04175,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,32.624,1.9e-11,0.4947368421052631,1,0,3AMACHYD,
iDT1294Photo -> DSM123,remove,RPE_RS04265,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,37.236,4.54e-106,0.9904942965779469,4,0,CRNCAL2 | CRNDCAL2 | CTBTCAL2 | FACOAL160,
iDT1294Photo -> DSM123,remove,RPE_RS04440,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,63.095,2.67e-139,0.9853372434017597,1,0,TDSK,
iDT1294Photo -> DSM123,remove,RPE_RS04505,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,29.245,3.23e-06,0.6253687315634219,1,0,ADNCYC,
iDT1294Photo -> DSM123,remove,RPE_RS04845,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,54.122,3.14e-76,1.0528301886792453,1,0,ADOCBLtonex,
iDT1294Photo -> DSM123,remove,RPE_RS04965,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,34.228,8.03e-52,1.0275862068965518,2,0,2HPTCOAT | OXCOAHDH,
iDT1294Photo -> DSM123,remove,RPE_RS05000,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,59.762,0.0,0.992603550295858,1,0,DHPACCOAHIT,
iDT1294Photo -> DSM123,remove,RPE_RS05015,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,54.0,2e-52,0.9316770186335404,2,0,HPACOAT | PACOAT,
iDT1294Photo -> DSM123,remove,RPE_RS05025,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,55.556,7.39e-158,0.9822335025380712,2,0,UREAabcpp | UREAtex,
iDT1294Photo -> DSM123,remove,RPE_RS05030,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,58.966,8.05e-101,0.9965635738831616,13,0,4HPROLTpp | 4HPROLTtex | ALAt2pp | ALAtex | ASNt2rpp | ASNtex | DALAabcpp | ILEtex | LYStex | PROtex | SERt2rpp | VALt2rpp | VALtex,
iDT1294Photo -> DSM123,remove,RPE_RS05035,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,50.0,2.23e-86,0.907936507936508,13,0,4HPROLTpp | 4HPROLTtex | ALAt2pp | ALAtex | ASNt2rpp | ASNtex | DALAabcpp | ILEtex | LYStex | PROtex | SERt2rpp | VALt2rpp | VALtex,
iDT1294Photo -> DSM123,remove,RPE_RS05040,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,56.8,1.13e-95,0.9578544061302682,6,0,ACOLIPAabctex | CLIPAabctex | COLIPAPabctex | COLIPAabctex | ECA4COLIPAabctex | XYLabcpp,
iDT1294Photo -> DSM123,remove,RPE_RS05045,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,60.256,5.42e-94,0.9957446808510638,7,0,ACOLIPAabctex | ARBabcpp | CLIPAabctex | COLIPAPabctex | COLIPAabctex | ECA4COLIPAabctex | LIPAabcpp,
iDT1294Photo -> DSM123,remove,RPE_RS05180,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,39.758,2.22e-161,0.8192651439920556,1,0,MOGDS,
iDT1294Photo -> DSM123,remove,RPE_RS05485,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,50.397,1.9800000000000001e-72,0.3569405099150141,7,0,ARBTNabcpp | ARBabcpp | CGLYabcpp | CTBTabcpp | ICLIPAS | LIPAabcpp | XYLabcpp,
iDT1294Photo -> DSM123,remove,RPE_RS05525,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,35.45,3.5000000000000004e-26,0.3896907216494845,1,0,UDPGPT,
iDT1294Photo -> DSM123,remove,RPE_RS05635,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,39.268,1.87e-74,0.8249496981891348,2,0,GLYCtex | THPAT,
iDT1294Photo -> DSM123,remove,RPE_RS05920,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,35.928,2.15e-10,0.3938679245283019,14,0,AGMtex | AMPtex | ANHGMtex | ASO3tex | ASPtex | CITtex | CMPtex | CYTDtex | DAMPtex | DCAtex | DCMPtex | DGMPtex | DGSNtex | DTMPtex,
iDT1294Photo -> DSM123,remove,RPE_RS06055,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,40.586,1.29e-107,0.5246981339187706,9,0,HACD1i | HACD2i | HACD3i | HACD4i | HACD5i | HACD6i | HACD7i | HACD8i | HACD9,
iDT1294Photo -> DSM123,remove,RPE_RS06200,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,34.821,1.21e-09,0.2909090909090909,5,0,CMtpp | FUSAtpp | NOVBCNtpp | RFAMPtpp | TTRCYCtpp,
iDT1294Photo -> DSM123,remove,RPE_RS06205,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,42.044,0.0,0.9820075757575758,5,0,CMtpp | FUSAtpp | INDOLEt2pp | NOVBCNtpp | RFAMPtpp,
iDT1294Photo -> DSM123,remove,RPE_RS06210,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,35.526,7.7e-11,0.76,1,0,PAI2I,
iDT1294Photo -> DSM123,remove,RPE_RS06345,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,50.82,1.45e-39,0.9457364341085271,1,0,CYANSTpp,
iDT1294Photo -> DSM123,remove,RPE_RS06385,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,43.913,9.72e-57,0.8679245283018868,3,0,ARBabcpp | CGLYabcpp | NO3abcpp,
iDT1294Photo -> DSM123,remove,RPE_RS06390,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,29.911,1.08e-26,0.7466666666666667,2,0,BUTSO3abcpp | NO3abcpp,
iDT1294Photo -> DSM123,remove,RPE_RS06395,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,25.758,3.03e-06,0.3027522935779816,1,0,NO3abcpp,
iDT1294Photo -> DSM123,remove,RPE_RS06430,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,50.25,0.0,0.9900826446280993,5,0,GLCDBRAN3 | MOTH1 | MOTH2 | MOTH3 | MOTH4,
iDT1294Photo -> DSM123,remove,RPE_RS06655,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,51.852,1.15e-107,0.9801980198019802,3,0,C12HR | HNPSYN | LCLY,
iDT1294Photo -> DSM123,remove,RPE_RS06820,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,54.751,3.7299999999999997e-81,1.0,4,0,PSICSum | PSIICSum | PSIIum | PSIum,
iDT1294Photo -> DSM123,remove,RPE_RS07395,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,60.891,1.79e-163,1.017632241813602,1,0,PPPNt2rpp,
iDT1294Photo -> DSM123,remove,RPE_RS07460,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,40.706,5.6e-93,0.5114320096269555,2,0,CDGUNPD | LDGUNPD,
iDT1294Photo -> DSM123,remove,RPE_RS07470,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,44.444,1.6500000000000002e-31,0.5551948051948052,1,0,CDGUNPD,
iDT1294Photo -> DSM123,remove,RPE_RS07540,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,62.338,0.0,0.9705882352941176,1,0,LYSMO,
iDT1294Photo -> DSM123,remove,RPE_RS07570,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,27.778,3.58e-05,0.6428571428571429,1,0,S7PI,
iDT1294Photo -> DSM123,remove,RPE_RS07590,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,31.595,2.95e-30,0.9819277108433736,1,0,ICLIPAS,
iDT1294Photo -> DSM123,remove,RPE_RS07765,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,34.063,1.32e-74,1.0148148148148148,2,0,OXAtpp | OXFOtex,
iDT1294Photo -> DSM123,remove,RPE_RS08330,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,33.333,8.33e-08,0.4597701149425287,2,0,3AMACHYD | OXOAEL,
iDT1294Photo -> DSM123,remove,RPE_RS08655,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,63.716,0.0,1.0535168195718654,6,0,NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp,
iDT1294Photo -> DSM123,remove,RPE_RS09025,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,61.809,9.62e-79,0.4451901565995526,64,0,5DGLCNt2rpp | 5DGLCNtex | ACACt2pp | ACACtex | ACGLUpp | ACGLUtex | ACMANAtex | ACtex | AKGtex | ARGtex | BUTt2rpp | BUTtex | CA2tex | CITMtex | CITMtpp | COBALT2tex | CU2tex | CYNTtex | DHAtex | DHAtpp | ETHAt2pp | ETHAtex | FE2tex | FE3tex | FORtex | GHBpp | GHBtex | GLCNt2rpp | GLCNtex | GLNtex | GLYCLTt2rpp | GLYCLTtex | HEXt2rpp | HPYRpp | HPYRtex | HXAtex | INOSTt4pp | INSTtex | INSt2pp | Ktex | LEUtex | L_LACt2rpp | L_LACtex | MALDt2_2pp | MALDtex | MALt2_2pp | MALtex | MNtex | MOBDtex | NAtex | NH4tex | NI2tex | NO3tex | PTRCtex | PYRt2rpp | PYRtex | QUIN2tex | QUIN2tpp | SO4tex | SPMDtex | TARTRtex | TARTRtpp | TARTt2_3pp | Zn2tex,
iDT1294Photo -> DSM123,remove,RPE_RS09100,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,48.78,6.34e-66,0.9389312977099236,1,0,ETHAAL,
iDT1294Photo -> DSM123,remove,RPE_RS09260,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,57.584,1.84e-153,0.8811881188118812,1,0,CDGUNPD,
iDT1294Photo -> DSM123,remove,RPE_RS09755,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,53.371,1.29e-53,0.3877995642701525,1,0,CDGUNPD,
iDT1294Photo -> DSM123,remove,RPE_RS10095,,bbh_hit_not_selected_gene_removed,BBH hit exists but mapped target gene not retained in DSM123 draft after model pruning.,D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv,inferred,56.752,0.0,0.9857369255150554,1,0,Ktex,
