gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
RPE_RS14710,ACXYSJ_13320,60.976,41,16,0,26,66,1,41,1.41e-12,53.1,66,0.6212121212121212,<=>
RPE_RS19315,ACXYSJ_21100,33.831,201,107,9,493,679,250,438,1.5e-12,67.4,714,0.2815126050420168,->
RPE_RS07020,ACXYSJ_04920,87.552,482,58,2,1,481,1,481,0.0,870.0,481,1.002079002079002,<=>
RPE_RS05900,ACXYSJ_17365,54.93,213,94,1,31,243,41,251,3.29e-80,239.0,245,0.8693877551020408,->
RPE_RS04495,ACXYSJ_22930,70.101,592,161,5,28,610,27,611,0.0,791.0,610,0.9704918032786886,<=>
RPE_RS22030,ACXYSJ_20610,79.712,764,133,4,1,745,1,761,0.0,1195.0,745,1.025503355704698,<=>
RPE_RS19290,ACXYSJ_18880,38.298,235,144,1,24,257,35,269,8.819999999999999e-46,152.0,259,0.9073359073359073,<=>
RPE_RS10120,ACXYSJ_15385,71.383,311,89,0,1,311,1,311,6.0899999999999994e-170,471.0,311,1.0,<=>
RPE_RS07415,ACXYSJ_17635,72.368,304,74,1,1,294,1,304,8.83e-160,444.0,294,1.034013605442177,<=>
RPE_RS06660,ACXYSJ_02165,57.237,152,65,0,1,152,1,152,3.1699999999999995e-54,165.0,156,0.9743589743589743,->
RPE_RS06920,ACXYSJ_04825,81.853,1047,189,1,1,1046,1,1047,0.0,1769.0,1046,1.0009560229445507,<=>
RPE_RS02765,ACXYSJ_23835,69.103,301,92,1,1,300,1,301,2.71e-144,405.0,304,0.9901315789473685,<=>
RPE_RS05830,ACXYSJ_17390,28.369,282,201,1,16,296,94,375,1.14e-39,140.0,312,0.9038461538461539,->
RPE_RS08015,ACXYSJ_17165,95.278,360,17,0,4,363,5,364,0.0,699.0,363,0.9917355371900827,<=>
RPE_RS04635,ACXYSJ_20240,90.909,132,12,0,1,132,1,132,1.09e-84,241.0,132,1.0,<=>
RPE_RS04680,ACXYSJ_20295,80.769,182,35,0,1,182,1,182,6.92e-110,308.0,185,0.9837837837837838,<=>
RPE_RS13660,ACXYSJ_13055,82.069,1740,309,2,1,1739,1,1738,0.0,2932.0,1739,1.0005750431282345,<=>
RPE_RS13165,ACXYSJ_11570,80.12,332,65,1,22,352,23,354,0.0,548.0,352,0.9431818181818182,<=>
RPE_RS06955,ACXYSJ_04860,92.027,301,24,0,1,301,1,301,0.0,563.0,301,1.0,<=>
RPE_RS19175,ACXYSJ_15595,35.417,144,90,1,43,186,23,163,1.47e-16,71.6,196,0.7346938775510204,<=>
RPE_RS03670,ACXYSJ_04195,32.168,286,189,4,9,293,2,283,2.77e-17,77.8,309,0.9255663430420712,<=>
RPE_RS05505,ACXYSJ_12080,22.606,376,199,11,31,322,83,450,7.84e-05,42.0,441,0.8526077097505669,->
RPE_RS04845,ACXYSJ_05185,54.122,279,102,6,3,265,25,293,3.14e-76,231.0,265,1.0528301886792453,<=>
RPE_RS13745,ACXYSJ_12970,80.886,429,75,4,1,423,1,428,0.0,653.0,427,1.0046838407494145,<=>
RPE_RS13075,ACXYSJ_11485,88.785,428,48,0,1,428,1,428,0.0,776.0,428,1.0,<=>
RPE_RS17555,ACXYSJ_17860,53.349,433,201,1,1,432,1,433,1.11e-159,456.0,454,0.9537444933920705,->
RPE_RS10650,ACXYSJ_08020,76.941,425,98,0,1,425,1,425,0.0,637.0,430,0.9883720930232558,<=>
RPE_RS23850,ACXYSJ_13405,77.025,605,139,0,5,609,2,606,0.0,989.0,609,0.993431855500821,<=>
RPE_RS05870,ACXYSJ_17405,45.247,263,144,0,1,263,1,263,1.61e-75,228.0,263,1.0,->
RPE_RS05425,ACXYSJ_03400,79.798,594,120,0,1,594,1,594,0.0,959.0,594,1.0,<=>
RPE_RS02725,ACXYSJ_02995,80.842,689,131,1,7,695,4,691,0.0,1126.0,695,0.9913669064748202,<=>
RPE_RS16905,ACXYSJ_10135,87.788,434,53,0,1,434,1,434,0.0,765.0,434,1.0,<=>
RPE_RS04610,ACXYSJ_20225,85.078,449,66,1,1,448,1,449,0.0,777.0,448,1.0022321428571428,<=>
RPE_RS23460,ACXYSJ_04485,89.357,498,53,0,1,498,1,498,0.0,911.0,498,1.0,<=>
RPE_RS15100,ACXYSJ_12245,59.722,72,29,0,1,72,1,72,3.12e-28,94.4,80,0.9,<=>
RPE_RS02455,ACXYSJ_02075,86.038,265,37,0,1,265,1,265,1.2900000000000001e-173,481.0,319,0.8307210031347962,<=>
RPE_RS01230,ACXYSJ_01790,89.82,334,34,0,1,334,1,334,0.0,620.0,334,1.0,<=>
RPE_RS11160,ACXYSJ_14405,71.667,240,68,0,5,244,4,243,4.73e-120,339.0,244,0.9836065573770492,<=>
RPE_RS03535,ACXYSJ_03090,97.5,120,3,0,1,120,1,120,7.37e-83,235.0,120,1.0,<=>
RPE_RS04775,ACXYSJ_20155,85.795,176,25,0,1,176,1,176,1.47e-106,300.0,176,1.0,<=>
RPE_RS11455,ACXYSJ_15000,96.168,548,20,1,1,547,1,548,0.0,1034.0,547,1.0018281535648994,<=>
RPE_RS18330,ACXYSJ_07845,74.227,97,24,1,1,96,1,97,5.76e-47,142.0,98,0.9897959183673469,<=>
RPE_RS10630,ACXYSJ_08000,84.211,304,44,3,1,302,1,302,0.0,521.0,302,1.0066225165562914,<=>
RPE_RS22255,ACXYSJ_04060,84.906,265,40,0,1,265,1,265,4.9400000000000003e-157,435.0,268,0.9888059701492538,<=>
RPE_RS15550,ACXYSJ_18920,81.884,276,50,0,1,276,1,276,7.01e-145,405.0,276,1.0,<=>
RPE_RS01795,ACXYSJ_00765,76.154,130,30,1,1,129,1,130,6.15e-70,203.0,131,0.9923664122137404,<=>
RPE_RS21245,ACXYSJ_05435,35.789,95,52,5,36,126,80,169,1.39e-06,47.0,389,0.2442159383033419,->
RPE_RS02230,ACXYSJ_01920,83.408,446,74,0,1,446,1,446,0.0,726.0,446,1.0,<=>
RPE_RS06755,ACXYSJ_06355,69.93,143,39,2,1,142,1,140,1.67e-70,206.0,142,1.0070422535211268,<=>
RPE_RS00785,ACXYSJ_02365,81.879,298,54,0,1,298,1,298,1.97e-148,416.0,300,0.9933333333333333,<=>
RPE_RS04980,ACXYSJ_16675,72.973,259,70,0,1,259,1,259,6.799999999999999e-142,395.0,259,1.0,<=>
RPE_RS07285,ACXYSJ_17780,81.953,338,61,0,1,338,1,338,0.0,568.0,338,1.0,<=>
RPE_RS23325,ACXYSJ_00475,58.046,348,142,1,3,350,8,351,2.3799999999999998e-126,364.0,357,0.9747899159663865,<=>
RPE_RS17815,ACXYSJ_09155,91.156,441,39,0,1,441,1,441,0.0,817.0,443,0.9954853273137697,<=>
RPE_RS21620,ACXYSJ_04760,73.762,202,53,0,1,202,1,202,4.15e-114,321.0,205,0.9853658536585366,<=>
RPE_RS02485,ACXYSJ_02055,90.278,360,35,0,7,366,2,361,0.0,657.0,366,0.9836065573770492,<=>
RPE_RS03590,ACXYSJ_22855,66.929,254,83,1,1,254,1,253,1.4e-128,362.0,254,1.0,<=>
RPE_RS01225,ACXYSJ_01795,80.377,265,52,0,1,265,1,265,1.67e-154,428.0,267,0.9925093632958801,<=>
RPE_RS18665,ACXYSJ_07435,67.526,194,19,2,1,194,1,150,1.8e-76,228.0,250,0.776,<=>
RPE_RS20125,ACXYSJ_19025,85.274,584,85,1,1,584,1,583,0.0,975.0,584,1.0,<=>
RPE_RS10715,ACXYSJ_08075,70.408,98,29,0,1,98,1,98,8.35e-49,147.0,98,1.0,<=>
RPE_RS01975,ACXYSJ_24595,93.013,229,15,1,1,228,1,229,8.05e-157,431.0,228,1.0043859649122806,<=>
RPE_RS13520,ACXYSJ_11610,85.062,241,29,2,1,234,1,241,1.48e-137,389.0,243,0.9917695473251029,<=>
RPE_RS07375,ACXYSJ_17675,85.714,266,38,0,1,266,1,266,2.81e-175,481.0,266,1.0,<=>
RPE_RS08400,ACXYSJ_16845,84.936,312,46,1,2,312,3,314,0.0,544.0,312,1.0,<=>
RPE_RS01350,ACXYSJ_23920,76.768,99,23,0,21,119,1,99,7.58e-55,164.0,119,0.8319327731092437,<=>
RPE_RS15310,ACXYSJ_14335,64.731,465,146,2,1,448,1,464,0.0,602.0,623,0.7463884430176565,<=>
RPE_RS01400,ACXYSJ_13535,32.927,82,53,1,188,267,205,286,0.000134,39.7,268,0.30597014925373134,->
RPE_RS18070,ACXYSJ_08925,97.175,177,5,0,1,177,1,177,1.63e-125,347.0,177,1.0,<=>
RPE_RS06170,ACXYSJ_15205,88.095,210,25,0,1,210,1,210,2.3599999999999997e-146,403.0,212,0.9905660377358491,<=>
RPE_RS08910,ACXYSJ_19740,79.042,167,35,0,1,167,1,167,4.21e-87,250.0,169,0.9881656804733728,<=>
RPE_RS10065,ACXYSJ_15440,76.119,201,47,1,1,201,1,200,8.81e-106,300.0,201,1.0,<=>
RPE_RS03435,ACXYSJ_22445,85.467,289,42,0,1,289,1,289,0.0,517.0,292,0.9897260273972602,<=>
RPE_RS16535,ACXYSJ_10430,69.527,338,100,1,1,338,1,335,2e-158,444.0,338,1.0,<=>
RPE_RS16815,ACXYSJ_10215,87.071,495,64,0,1,495,1,495,0.0,891.0,495,1.0,<=>
RPE_RS06965,ACXYSJ_04870,79.091,110,22,1,1,110,1,109,1.2e-57,171.0,110,1.0,<=>
RPE_RS08715,ACXYSJ_19925,64.4,500,178,0,2,501,13,512,0.0,592.0,505,0.9900990099009901,<=>
RPE_RS19880,ACXYSJ_14085,82.581,155,27,0,37,191,1,155,1.1e-78,229.0,191,0.8115183246073299,<=>
RPE_RS12330,ACXYSJ_02565,66.24,391,126,2,178,567,304,689,3.2e-160,471.0,567,0.689594356261023,->
RPE_RS04390,ACXYSJ_04585,81.959,388,68,2,1,388,1,386,0.0,625.0,388,1.0,<=>
RPE_RS25045,ACXYSJ_08085,93.103,58,4,0,1,58,1,58,3.6199999999999995e-30,97.4,58,1.0,<=>
RPE_RS07655,ACXYSJ_17470,67.736,561,170,5,337,889,206,763,0.0,666.0,889,0.6310461192350956,<=>
RPE_RS00285,ACXYSJ_23290,76.471,561,131,1,1,560,1,561,0.0,809.0,561,1.0,<=>
RPE_RS10620,ACXYSJ_07990,80.132,604,107,5,1,599,1,596,0.0,786.0,599,1.008347245409015,<=>
RPE_RS23700,ACXYSJ_03225,53.804,184,85,0,17,200,13,196,2.3599999999999997e-69,207.0,201,0.9154228855721394,<=>
RPE_RS24450,ACXYSJ_22360,76.722,421,98,0,26,446,26,446,0.0,631.0,450,0.9355555555555556,<=>
RPE_RS04915,ACXYSJ_05890,80.233,172,34,0,3,174,5,176,7.009999999999999e-106,298.0,174,0.9885057471264368,<=>
RPE_RS01375,ACXYSJ_23945,87.273,165,20,1,1,165,1,164,3.39e-107,301.0,177,0.9322033898305084,<=>
RPE_RS21375,ACXYSJ_19330,86.4,500,67,1,1,500,1,499,0.0,883.0,500,1.0,<=>
RPE_RS02780,ACXYSJ_23815,90.909,88,8,0,1,88,1,88,1.35e-56,166.0,90,0.9777777777777777,<=>
RPE_RS17910,ACXYSJ_09065,87.379,103,13,0,1,103,1,103,7.4e-61,178.0,105,0.9809523809523809,<=>
RPE_RS07345,ACXYSJ_17705,82.185,769,136,1,1,768,1,769,0.0,1307.0,768,1.0013020833333333,<=>
RPE_RS20080,ACXYSJ_18980,92.092,392,31,0,1,392,1,392,0.0,595.0,392,1.0,<=>
RPE_RS15280,ACXYSJ_00605,42.81,306,164,4,15,311,11,314,1.9600000000000002e-70,219.0,319,0.9592476489028213,<=>
RPE_RS12165,ACXYSJ_07565,39.344,61,35,2,1,60,1,60,1.37e-05,36.6,76,0.8026315789473685,->
RPE_RS11290,ACXYSJ_15140,81.221,213,40,0,1,213,1,213,3.52e-132,368.0,217,0.9815668202764977,<=>
RPE_RS14295,ACXYSJ_12080,69.116,803,197,9,1,785,1,770,0.0,993.0,785,1.0229299363057325,<=>
RPE_RS18875,ACXYSJ_07190,85.23,501,74,0,1,501,1,501,0.0,899.0,501,1.0,<=>
RPE_RS09120,ACXYSJ_07025,64.164,293,105,0,1,293,1,293,1.33e-134,380.0,293,1.0,<=>
RPE_RS10925,ACXYSJ_08160,83.59,390,57,2,1,383,1,390,0.0,649.0,383,1.0182767624020888,<=>
RPE_RS07570,ACXYSJ_17765,27.778,126,79,3,40,160,46,164,3.58e-05,40.0,196,0.6428571428571429,<=>
RPE_RS23370,ACXYSJ_06670,37.726,387,226,5,293,665,242,627,5.520000000000001e-79,267.0,682,0.5674486803519062,->
RPE_RS19965,ACXYSJ_10085,40.678,118,68,1,5,120,4,121,1.34e-19,84.0,239,0.49372384937238495,->
RPE_RS07195,ACXYSJ_05665,74.251,167,40,1,9,172,12,178,4.26e-85,245.0,172,0.9709302325581395,<=>
RPE_RS00015,ACXYSJ_02740,83.82,377,58,2,1,376,1,375,0.0,623.0,380,0.9921052631578947,<=>
RPE_RS01760,ACXYSJ_00800,84.492,187,29,0,1,187,1,187,1.01e-111,315.0,208,0.8990384615384616,<=>
RPE_RS04850,ACXYSJ_05825,98.913,92,1,0,1,92,1,92,2.83e-64,186.0,92,1.0,<=>
RPE_RS12905,ACXYSJ_15725,48.0,75,31,3,4,78,13,79,4.33e-12,53.9,82,0.9146341463414634,->
RPE_RS06620,ACXYSJ_16220,75.385,260,63,1,307,566,1,259,2.33e-108,322.0,566,0.45936395759717313,<=>
RPE_RS21650,ACXYSJ_18065,28.704,108,74,2,179,285,2348,2453,2.36e-06,47.4,516,0.20930232558139536,->
RPE_RS10055,ACXYSJ_15455,82.659,519,90,0,1,519,1,519,0.0,813.0,519,1.0,<=>
RPE_RS22840,ACXYSJ_04265,58.519,135,45,3,19,143,20,153,1.93e-44,140.0,143,0.9440559440559441,<=>
RPE_RS05960,ACXYSJ_17460,24.8,125,90,3,1,124,3,124,3.84e-07,43.5,142,0.8802816901408451,->
RPE_RS08315,ACXYSJ_16920,83.596,445,70,1,1,445,1,442,0.0,691.0,445,1.0,<=>
RPE_RS10265,ACXYSJ_07680,77.34,406,85,1,15,413,15,420,0.0,646.0,415,0.9783132530120482,<=>
RPE_RS15085,ACXYSJ_14295,70.361,415,123,0,5,419,25,439,0.0,615.0,419,0.9904534606205251,<=>
RPE_RS15660,ACXYSJ_09965,24.59,183,115,4,2,180,13,176,1.82e-05,42.4,272,0.6727941176470589,->
RPE_RS05935,ACXYSJ_10020,30.508,118,55,4,46,163,95,185,0.000143,38.9,204,0.5784313725490197,->
RPE_RS04690,ACXYSJ_20305,81.208,149,28,0,1,149,1,149,3.43e-87,248.0,149,1.0,<=>
RPE_RS14205,ACXYSJ_12130,90.0,90,9,0,1,90,1,90,2.7400000000000003e-56,175.0,199,0.45226130653266333,<=>
RPE_RS23415,ACXYSJ_20045,40.0,180,86,5,30,195,349,520,9.97e-22,91.7,271,0.6642066420664207,->
RPE_RS09905,ACXYSJ_13810,42.424,132,75,1,1,132,1,131,2.3800000000000003e-37,122.0,168,0.7857142857142857,<=>
RPE_RS24665,ACXYSJ_13840,46.018,113,59,1,266,378,220,330,3.22e-28,110.0,415,0.27228915662650605,->
RPE_RS00130,ACXYSJ_23120,75.524,572,140,0,1,572,14,585,0.0,914.0,572,1.0,<=>
RPE_RS07190,ACXYSJ_05660,81.437,167,31,0,1,167,1,167,2.67e-104,293.0,167,1.0,<=>
RPE_RS17905,ACXYSJ_09070,90.86,186,17,0,1,186,1,186,4.14e-130,360.0,186,1.0,<=>
RPE_RS04340,ACXYSJ_04545,79.31,174,32,2,1,171,1,173,3.92e-88,253.0,171,1.0175438596491229,<=>
RPE_RS18705,ACXYSJ_07385,90.196,255,24,1,1,254,1,255,3.9399999999999995e-170,467.0,254,1.0039370078740157,<=>
RPE_RS03295,ACXYSJ_03200,77.86,271,56,1,1,267,1,271,6.19e-157,435.0,269,1.0074349442379182,<=>
RPE_RS01925,ACXYSJ_00610,85.346,621,91,0,1,621,1,621,0.0,1019.0,623,0.9967897271268058,<=>
RPE_RS23500,ACXYSJ_09740,30.337,89,60,2,177,264,239,326,4.11e-06,44.3,274,0.3248175182481752,<=>
RPE_RS22280,ACXYSJ_04045,83.648,318,50,1,1,316,1,318,0.0,539.0,316,1.0063291139240507,<=>
RPE_RS17000,ACXYSJ_10055,79.6,250,50,1,1,250,1,249,3.81e-145,403.0,252,0.9920634920634921,<=>
RPE_RS06500,ACXYSJ_06100,69.264,231,71,0,7,237,1,231,9.59e-100,287.0,237,0.9746835443037974,<=>
RPE_RS10660,ACXYSJ_08030,48.214,56,26,1,1,53,73,128,2.85e-10,49.3,61,0.9180327868852459,<=>
RPE_RS15035,ACXYSJ_07590,53.927,573,262,2,12,584,13,583,0.0,657.0,607,0.943986820428336,->
RPE_RS16600,ACXYSJ_10355,94.393,107,6,0,1,107,1,107,7.820000000000001e-73,213.0,158,0.6772151898734177,<=>
RPE_RS08875,ACXYSJ_19765,87.703,553,66,2,1,552,1,552,0.0,990.0,552,1.0018115942028984,<=>
RPE_RS06875,ACXYSJ_06475,87.674,430,53,0,1,430,1,430,0.0,782.0,432,0.9953703703703703,<=>
RPE_RS17585,ACXYSJ_18375,54.754,568,256,1,67,633,12,579,0.0,604.0,638,0.890282131661442,<=>
RPE_RS16765,ACXYSJ_10260,82.222,405,72,0,15,419,13,417,0.0,656.0,431,0.9396751740139211,<=>
RPE_RS23060,ACXYSJ_20830,33.333,126,76,5,61,186,7,124,0.000158,39.7,332,0.3795180722891566,->
RPE_RS18495,ACXYSJ_23300,76.364,110,26,0,1,110,1,110,1.25e-61,181.0,113,0.9734513274336283,<=>
RPE_RS22705,ACXYSJ_20335,45.756,542,285,6,1,539,1,536,1.89e-171,493.0,550,0.9854545454545455,->
RPE_RS22410,ACXYSJ_03760,92.093,430,34,0,1,430,1,430,0.0,804.0,430,1.0,<=>
RPE_RS20090,ACXYSJ_18990,85.833,240,32,1,4,241,5,244,2.17e-143,398.0,243,0.9876543209876543,<=>
RPE_RS08285,ACXYSJ_16945,75.758,330,79,1,1,330,1,329,5.9500000000000005e-173,480.0,334,0.9880239520958084,<=>
RPE_RS16160,ACXYSJ_08440,35.915,142,75,5,392,518,17,157,9.11e-10,57.4,670,0.21194029850746268,->
RPE_RS00960,ACXYSJ_02930,30.357,168,91,9,14,168,17,171,0.000244,40.4,520,0.3230769230769231,->
RPE_RS21515,ACXYSJ_06580,81.404,285,50,2,2,286,8,289,1.4e-164,455.0,286,0.9965034965034965,<=>
RPE_RS04575,ACXYSJ_21735,67.547,530,133,7,1,492,1,529,0.0,669.0,492,1.0772357723577235,<=>
RPE_RS21765,ACXYSJ_11525,54.639,97,44,0,11,107,13,109,1.6900000000000003e-27,95.9,119,0.8151260504201681,<=>
RPE_RS00200,ACXYSJ_23220,63.48,408,147,2,3,410,6,411,3.65e-169,478.0,418,0.9760765550239234,<=>
RPE_RS19900,ACXYSJ_00950,55.594,286,124,3,10,293,4,288,4.22e-113,326.0,297,0.9629629629629629,<=>
RPE_RS11680,ACXYSJ_06670,36.905,84,48,3,4,83,796,878,1.7e-06,43.1,139,0.60431654676259,->
RPE_RS02285,ACXYSJ_01875,82.437,279,49,0,1,279,1,279,2.45e-159,441.0,279,1.0,<=>
RPE_RS16020,ACXYSJ_17965,27.16,81,53,2,5,79,4,84,0.000138,40.0,326,0.24846625766871167,->
RPE_RS18620,ACXYSJ_16325,46.262,428,209,8,9,421,5,426,4.61e-81,253.0,430,0.9953488372093023,<=>
RPE_RS08795,ACXYSJ_19845,95.556,180,8,0,1,180,1,180,5.35e-127,352.0,183,0.9836065573770492,<=>
RPE_RS12980,ACXYSJ_11320,52.059,340,162,1,1,340,1,339,6.72e-117,340.0,357,0.9523809523809523,->
RPE_RS00280,ACXYSJ_23280,74.667,450,113,1,13,461,13,462,0.0,695.0,469,0.9594882729211087,<=>
RPE_RS12955,ACXYSJ_13820,43.902,82,46,0,6,87,7,88,2.99e-20,75.1,93,0.8817204301075269,->
RPE_RS08425,ACXYSJ_16815,78.571,154,33,0,1,154,1,154,1.55e-87,249.0,154,1.0,<=>
RPE_RS19495,ACXYSJ_01290,80.674,445,86,0,1,445,1,445,0.0,671.0,445,1.0,<=>
RPE_RS12055,ACXYSJ_02995,31.579,76,50,2,95,170,534,607,3.67e-05,41.2,215,0.35348837209302325,->
RPE_RS11370,ACXYSJ_15035,68.627,51,10,1,43,93,42,86,3.59e-15,62.0,93,0.5483870967741935,<=>
RPE_RS11425,ACXYSJ_20830,35.036,137,82,6,2,134,6,139,1.46e-08,51.6,274,0.5,->
RPE_RS11500,ACXYSJ_14970,76.078,255,59,1,1,253,1,255,4.6e-141,393.0,253,1.007905138339921,<=>
RPE_RS21925,ACXYSJ_20490,78.462,130,24,1,1,126,1,130,3.6600000000000003e-72,209.0,126,1.0317460317460319,<=>
RPE_RS14045,ACXYSJ_12435,84.615,312,48,0,1,312,1,312,0.0,508.0,321,0.9719626168224299,<=>
RPE_RS08275,ACXYSJ_16955,92.208,231,18,0,2,232,3,233,4.5099999999999997e-150,414.0,232,0.9956896551724138,<=>
RPE_RS13710,ACXYSJ_13005,91.736,242,20,0,1,242,6,247,6.06e-169,463.0,242,1.0,<=>
RPE_RS21300,ACXYSJ_06735,81.407,398,74,0,1,398,1,398,0.0,618.0,412,0.9660194174757282,<=>
RPE_RS04525,ACXYSJ_22870,73.009,226,61,0,17,242,18,243,7.930000000000001e-125,351.0,242,0.9338842975206612,<=>
RPE_RS20075,ACXYSJ_18975,95.154,227,11,0,1,227,1,227,8.24e-162,443.0,227,1.0,<=>
RPE_RS05390,ACXYSJ_03360,92.488,639,47,1,4,641,1,639,0.0,1217.0,641,0.9968798751950078,<=>
RPE_RS01505,ACXYSJ_24095,93.146,321,22,0,1,321,1,321,0.0,593.0,323,0.9938080495356038,<=>
RPE_RS22455,ACXYSJ_14150,63.054,203,75,0,1,203,11,213,6.88e-83,242.0,203,1.0,<=>
RPE_RS10560,ACXYSJ_07935,87.569,362,44,1,1,361,1,362,0.0,627.0,361,1.002770083102493,<=>
RPE_RS00950,ACXYSJ_05640,32.039,103,70,0,25,127,48,150,2.01e-11,56.6,161,0.639751552795031,->
RPE_RS16175,ACXYSJ_03040,40.385,260,128,8,5,255,12,253,6.02e-35,123.0,261,0.9961685823754789,<=>
RPE_RS02260,ACXYSJ_01900,76.471,323,71,2,1,319,1,322,6.02e-157,439.0,325,0.9938461538461538,<=>
RPE_RS06855,ACXYSJ_06455,95.679,486,21,0,1,486,1,486,0.0,977.0,486,1.0,<=>
RPE_RS08635,ACXYSJ_20010,78.438,320,69,0,1,320,1,320,7.64e-178,492.0,320,1.0,<=>
RPE_RS00580,ACXYSJ_01530,69.608,204,51,4,1,199,1,198,2.32e-76,225.0,199,1.0251256281407035,<=>
RPE_RS11995,ACXYSJ_14895,88.235,306,36,0,1,306,1,306,0.0,566.0,306,1.0,<=>
RPE_RS21410,ACXYSJ_06665,78.774,212,45,0,14,225,7,218,5.08e-115,325.0,225,0.9422222222222222,<=>
RPE_RS20180,ACXYSJ_19090,81.525,341,63,0,1,341,1,341,0.0,527.0,344,0.9912790697674418,<=>
RPE_RS17915,ACXYSJ_09060,100.0,123,0,0,1,123,1,123,2.86e-85,241.0,123,1.0,<=>
RPE_RS11095,ACXYSJ_15235,66.667,141,39,3,17,153,17,153,9.9e-44,142.0,195,0.7230769230769231,<=>
RPE_RS17830,ACXYSJ_16175,37.5,80,49,1,1,79,1,80,2.18e-10,53.1,155,0.5161290322580645,->
RPE_RS00705,ACXYSJ_01385,87.85,321,39,0,1,321,1,321,0.0,582.0,321,1.0,<=>
RPE_RS12075,ACXYSJ_10880,93.59,78,5,0,1,78,1,78,3.26e-49,148.0,100,0.78,<=>
RPE_RS11150,ACXYSJ_14415,69.732,261,79,0,1,261,1,261,2.37e-115,328.0,261,1.0,<=>
RPE_RS08415,ACXYSJ_16830,50.0,236,109,3,18,247,4,236,1.48e-69,211.0,249,0.9477911646586346,<=>
RPE_RS05400,ACXYSJ_03370,78.71,310,66,0,1,310,1,310,0.0,511.0,310,1.0,<=>
RPE_RS00320,ACXYSJ_24435,66.265,249,83,1,1,249,1,248,4.26e-114,324.0,249,1.0,<=>
RPE_RS02555,ACXYSJ_16220,64.729,258,90,1,417,674,3,259,1.49e-83,261.0,674,0.3827893175074184,->
RPE_RS17490,ACXYSJ_19330,85.371,499,72,1,35,533,2,499,0.0,876.0,533,0.9362101313320825,->
RPE_RS02730,ACXYSJ_03005,77.283,427,97,0,10,436,12,438,0.0,694.0,436,0.9793577981651376,<=>
RPE_RS15940,ACXYSJ_05155,40.402,448,249,9,3,441,5,443,1.67e-91,281.0,446,1.0044843049327354,->
RPE_RS00530,ACXYSJ_01580,73.438,256,68,0,7,262,6,261,1.0200000000000001e-132,374.0,272,0.9411764705882353,<=>
RPE_RS10320,ACXYSJ_07710,71.774,124,35,0,1,124,27,150,1.85e-56,170.0,136,0.9117647058823529,<=>
RPE_RS21330,ACXYSJ_23970,30.39,385,249,10,18,388,9,388,1.23e-45,162.0,442,0.8710407239819005,->
RPE_RS21750,ACXYSJ_20325,72.197,223,59,3,1,222,1,221,4.2e-115,325.0,229,0.9737991266375546,<=>
RPE_RS06945,ACXYSJ_04850,81.944,360,65,0,1,360,1,360,0.0,605.0,360,1.0,<=>
RPE_RS01315,ACXYSJ_02280,64.544,911,319,4,1,910,1,908,0.0,1100.0,912,0.9989035087719298,<=>
RPE_RS08510,ACXYSJ_16585,80.255,314,60,1,1,312,1,314,8.35e-178,491.0,319,0.9843260188087775,<=>
RPE_RS01850,ACXYSJ_00695,58.084,167,64,2,1,161,1,167,1.66e-44,142.0,166,1.0060240963855422,<=>
RPE_RS15825,ACXYSJ_14270,72.951,366,94,2,1,365,1,362,3.98e-139,397.0,365,1.0027397260273974,<=>
RPE_RS21960,ACXYSJ_20530,76.923,169,39,0,1,169,1,169,6.0900000000000005e-86,247.0,169,1.0,<=>
RPE_RS03525,ACXYSJ_03080,82.759,261,44,1,1,260,1,261,2.4e-162,447.0,260,1.0038461538461538,<=>
RPE_RS20960,ACXYSJ_05250,85.263,95,14,0,1,95,1,95,5.46e-56,166.0,96,0.9895833333333334,<=>
RPE_RS05345,ACXYSJ_05300,62.5,128,48,0,1,128,1,128,6.69e-55,166.0,132,0.9696969696969697,<=>
RPE_RS07700,ACXYSJ_17435,95.415,349,16,0,31,379,26,374,0.0,654.0,379,0.920844327176781,<=>
RPE_RS24400,ACXYSJ_22310,81.081,333,63,0,1,333,1,333,0.0,549.0,334,0.9970059880239521,<=>
RPE_RS21280,ACXYSJ_24455,42.474,485,256,8,1,476,1,471,7.63e-112,336.0,476,1.01890756302521,<=>
RPE_RS19615,ACXYSJ_19175,56.456,395,169,3,8,401,6,398,1.95e-155,442.0,417,0.947242206235012,<=>
RPE_RS22335,ACXYSJ_14725,37.5,64,40,0,7,70,7,70,6.85e-08,42.7,83,0.7710843373493976,->
RPE_RS16565,ACXYSJ_10405,77.027,296,68,0,1,296,1,296,2.76e-164,455.0,296,1.0,<=>
RPE_RS09705,ACXYSJ_15795,66.938,369,121,1,1,369,1,368,1.05e-168,473.0,369,1.0,<=>
RPE_RS05615,ACXYSJ_20340,34.711,121,62,5,3,117,1,110,7.06e-06,44.7,402,0.3009950248756219,<=>
RPE_RS20910,ACXYSJ_05395,65.741,216,74,0,8,223,4,219,3.88e-99,285.0,241,0.8962655601659751,<=>
RPE_RS00210,ACXYSJ_23230,89.326,178,19,0,1,178,1,178,1.23e-120,335.0,181,0.9834254143646409,<=>
RPE_RS10015,ACXYSJ_15495,84.091,88,14,0,1,88,1,88,2.66e-51,153.0,88,1.0,<=>
